datetime,date_only,zone,latitude,longitude,no2_value,o3_value,hcho_value,so2_value,co_value
2025-10-04 12:30:00+00:00,2025-10-04,Centro Histórico,25.43475,-101.0074,58.86,25.58,0.00462622,3.2072487506068263e-05,0.104612
2025-10-04 12:45:00+00:00,2025-10-04,Centro Histórico,25.44292,-101.0035,58.93,25.58,0.00525403,1.6540646023367397e-05,0.104207
2025-10-04 13:00:00+00:00,2025-10-04,Centro Histórico,25.4382,-101.00052,60.09,25.58,0.00540513,1e-06,0.109276
2025-10-04 13:15:00+00:00,2025-10-04,Centro Histórico,25.44278,-101.00969,62.44,20.04172925,0.00509251,1e-06,0.127423
2025-10-04 13:30:00+00:00,2025-10-04,Centro Histórico,25.44287,-101.00627,62.04,20.79710412,0.00545863,1e-06,0.123402
2025-10-04 13:45:00+00:00,2025-10-04,Centro Histórico,25.44018,-100.99531,64.15,22.20955278,0.00576081,7.67054572788177e-06,0.142656
2025-10-04 14:00:00+00:00,2025-10-04,Centro Histórico,25.43344,-101.00038,63.87,16.47376786,0.00604323,1e-06,0.126379
2025-10-04 14:15:00+00:00,2025-10-04,Centro Histórico,25.44275,-100.98094,59.88,16.54307303,0.00641502,1e-06,0.135618
2025-10-04 14:30:00+00:00,2025-10-04,Centro Histórico,25.43786,-100.99388,60.25,14.49972759,0.00623905,1e-06,0.134923
2025-10-04 14:45:00+00:00,2025-10-04,Centro Histórico,25.44142,-100.98259,60.91,9.28613578,0.00687578,1e-06,0.129205
2025-10-04 15:00:00+00:00,2025-10-04,Centro Histórico,25.43897,-100.99192,62.81,4.13256456,0.00674837,2.558625343298218e-05,0.127644
2025-10-04 15:15:00+00:00,2025-10-04,Centro Histórico,25.44695,-100.99033,58.15,0.90442197,0.00709874,1.6548524896111037e-05,0.105982
2025-10-04 15:30:00+00:00,2025-10-04,Centro Histórico,25.43308,-101.00013,56.21,2.95777128,0.00705107,2.6442907165693376e-05,0.109584
2025-10-04 15:45:00+00:00,2025-10-04,Centro Histórico,25.43351,-101.00831,55.99,-0.29129619,0.00728039,4.778910366033294e-05,0.105502
2025-10-04 16:00:00+00:00,2025-10-04,Centro Histórico,25.44902,-100.9957,51.9,0.44951154,0.00727381,3.051692469352585e-05,0.09825
2025-10-04 16:15:00+00:00,2025-10-04,Centro Histórico,25.43365,-100.98524,50.08,-8.21755163,0.00764421,6.032008363445996e-05,0.07911
2025-10-04 16:30:00+00:00,2025-10-04,Centro Histórico,25.44072,-101.0059,48.29,-13.82553314,0.00784475,6.816492430803092e-05,0.081067
2025-10-04 16:45:00+00:00,2025-10-04,Centro Histórico,25.43236,-100.98058,49.28,-16.72533812,0.0076966,0.0001075347936645,0.066998
2025-10-04 17:00:00+00:00,2025-10-04,Centro Histórico,25.44755,-100.99062,48.18,-15.93153377,0.00743683,0.0001160750871585,0.066746
2025-10-04 17:15:00+00:00,2025-10-04,Centro Histórico,25.44457,-100.99941,45.64,-27.56826293,0.00792025,0.0001606338341428,0.052411
2025-10-04 17:30:00+00:00,2025-10-04,Centro Histórico,25.44523,-100.99975,46.91,-23.39777434,0.0079984,0.0001650036853909,0.055253
2025-10-04 17:45:00+00:00,2025-10-04,Centro Histórico,25.4314,-100.9839,39.21,-26.73767492,0.008,0.0002001509977902,0.057932
2025-10-04 18:00:00+00:00,2025-10-04,Centro Histórico,25.44203,-100.99605,46.72,-34.69307152,0.008,0.0002325587936331,0.04834
2025-10-04 18:15:00+00:00,2025-10-04,Centro Histórico,25.43343,-100.98881,39.45,-44.79849147,0.00788765,0.0002441934636761,0.043207
2025-10-04 18:30:00+00:00,2025-10-04,Centro Histórico,25.43808,-100.98136,39.52,-40.22089461,0.00783276,0.0002633564476559,0.035754
2025-10-04 18:45:00+00:00,2025-10-04,Centro Histórico,25.43207,-100.99809,38.62,-51.03524099,0.00794372,0.0002558668182352,0.04245
2025-10-04 19:00:00+00:00,2025-10-04,Centro Histórico,25.44495,-100.99299,40.92,-54.89567024,0.00780708,0.0002862719695837,0.030103
2025-10-04 19:15:00+00:00,2025-10-04,Centro Histórico,25.44391,-100.98326,42.44,-58.6865321,0.0079331,0.0002726391059454,0.035933
2025-10-04 19:30:00+00:00,2025-10-04,Centro Histórico,25.44423,-100.99538,41.45,-57.14723799,0.00740773,0.0002645717985674,0.043534
2025-10-04 19:45:00+00:00,2025-10-04,Centro Histórico,25.43771,-100.99261,38.64,-63.93063132,0.00759838,0.0002295764999016,0.037446
2025-10-04 20:00:00+00:00,2025-10-04,Centro Histórico,25.44421,-101.00485,39.85,-69.97856518,0.00722069,0.0002166664197505,0.040734
2025-10-04 20:15:00+00:00,2025-10-04,Centro Histórico,25.4482,-100.99563,37.48,-69.43855973,0.00746694,0.0002062601116175,0.043931
2025-10-04 20:30:00+00:00,2025-10-04,Centro Histórico,25.43575,-100.9827,39.53,-73.64233961,0.00718834,0.0001614786436029,0.033994
2025-10-04 20:45:00+00:00,2025-10-04,Centro Histórico,25.43448,-100.99781,36.1,-81.62436865,0.0067836,0.0001396285371348,0.046598
2025-10-04 21:00:00+00:00,2025-10-04,Centro Histórico,25.43589,-100.99708,36.63,-82.97013971,0.00677739,0.0001251276805897,0.034297
2025-10-04 21:15:00+00:00,2025-10-04,Centro Histórico,25.44539,-100.996,41.76,-84.90336752,0.00676886,9.29047433742174e-05,0.062393
2025-10-04 21:30:00+00:00,2025-10-04,Centro Histórico,25.44123,-101.00283,44.07,-85.52466025,0.00663735,4.86104889466463e-05,0.062075
2025-10-04 21:45:00+00:00,2025-10-04,Centro Histórico,25.43512,-100.98186,42.06,-89.75608383,0.0056696,5.5694162672611024e-05,0.068667
2025-10-04 22:00:00+00:00,2025-10-04,Centro Histórico,25.44816,-100.98591,44.23,-88.55934418,0.00602052,2.905548849491284e-05,0.07504
2025-10-04 22:15:00+00:00,2025-10-04,Centro Histórico,25.444,-100.98253,45.62,-88.79292324,0.00595452,1.407344089274881e-05,0.069187
2025-10-04 22:30:00+00:00,2025-10-04,Centro Histórico,25.44613,-101.00174,44.49,-86.45684609,0.00547701,6.418796782616467e-06,0.085412
2025-10-04 22:45:00+00:00,2025-10-04,Centro Histórico,25.44704,-101.00817,47.53,-101.1,0.00551532,2.282413577311248e-05,0.097974
2025-10-04 23:00:00+00:00,2025-10-04,Centro Histórico,25.44849,-100.98674,45.1,-97.46161149,0.00492713,2.5519904762340685e-05,0.116322
2025-10-04 23:15:00+00:00,2025-10-04,Centro Histórico,25.443,-100.99353,47.4,-97.36093869,0.00491421,1e-06,0.102906
2025-10-04 23:30:00+00:00,2025-10-04,Centro Histórico,25.43817,-101.00587,49.24,-95.40467231,0.00465272,1e-06,0.104141
2025-10-04 23:45:00+00:00,2025-10-04,Centro Histórico,25.43789,-100.99921,49.99,-99.69726615,0.00452323,1e-06,0.123757
2025-10-05 00:00:00+00:00,2025-10-04,Centro Histórico,25.43476,-100.99059,52.15,-101.1,0.00354989,1e-06,0.123324
2025-10-05 00:15:00+00:00,2025-10-04,Centro Histórico,25.43085,-100.9968,54.27,-101.1,0.00391231,1e-06,0.129309
2025-10-05 00:30:00+00:00,2025-10-04,Centro Histórico,25.43491,-100.98174,56.79,-99.32515525,0.00359174,1e-06,0.128219
2025-10-05 00:45:00+00:00,2025-10-04,Centro Histórico,25.43796,-100.9973,54.44,-100.22834459,0.00329615,1e-06,0.125366
2025-10-05 01:00:00+00:00,2025-10-04,Centro Histórico,25.44909,-101.00561,53.48,-101.1,0.00293724,1e-06,0.130042
2025-10-05 01:15:00+00:00,2025-10-04,Centro Histórico,25.44316,-100.98879,55.93,-101.1,0.00259458,1e-06,0.129053
2025-10-05 01:30:00+00:00,2025-10-04,Centro Histórico,25.43745,-100.98047,59.73,-100.04390268,0.0023624,1e-06,0.123612
2025-10-05 01:45:00+00:00,2025-10-04,Centro Histórico,25.44085,-100.99015,58.36,-100.8466006,0.00240752,1e-06,0.120339
2025-10-05 02:00:00+00:00,2025-10-04,Centro Histórico,25.43424,-100.98789,57.21,-89.87633814,0.00204028,4.554606654203327e-06,0.125029
2025-10-05 02:15:00+00:00,2025-10-04,Centro Histórico,25.44081,-100.99392,60.32,-89.19835817,0.00182924,1.0155205743826098e-05,0.119805
2025-10-05 02:30:00+00:00,2025-10-04,Centro Histórico,25.43068,-100.99775,58.36,-89.72112813,0.00119081,1e-06,0.114449
2025-10-05 02:45:00+00:00,2025-10-04,Centro Histórico,25.4309,-101.00502,57.56,-87.72575032,0.00093485,6.538782397998603e-06,0.10467
2025-10-05 03:00:00+00:00,2025-10-04,Centro Histórico,25.43735,-100.99597,59.37,-80.1282274,0.00136963,1.2172952264893178e-05,0.100935
2025-10-05 03:15:00+00:00,2025-10-04,Centro Histórico,25.43017,-100.99858,57.55,-85.12120639,0.00118923,2.208644408814669e-05,0.089031
2025-10-05 03:30:00+00:00,2025-10-04,Centro Histórico,25.43176,-100.99417,56.7,-78.98857817,0.00071396,6.715960772000594e-06,0.085385
2025-10-05 03:45:00+00:00,2025-10-04,Centro Histórico,25.43858,-101.00962,57.68,-76.31719642,0.00059112,1.945470816105568e-05,0.076385
2025-10-05 04:00:00+00:00,2025-10-04,Centro Histórico,25.44875,-101.00377,54.47,-72.57528201,0.00034697,1.3187504891210486e-05,0.072763
2025-10-05 04:15:00+00:00,2025-10-04,Centro Histórico,25.44072,-101.00685,52.52,-64.14598115,0.00018236,2.238775411804448e-05,0.060875
2025-10-05 04:30:00+00:00,2025-10-04,Centro Histórico,25.44086,-100.9881,57.18,-60.1783415,0.00021846,2.8607692353991093e-05,0.076442
2025-10-05 04:45:00+00:00,2025-10-04,Centro Histórico,25.44686,-101.00864,54.65,-52.22408748,1e-05,6.112911341383273e-05,0.053146
2025-10-05 05:00:00+00:00,2025-10-04,Centro Histórico,25.43165,-100.99496,53.34,-56.40509337,0.00042264,4.704077771283226e-05,0.060524
2025-10-05 05:15:00+00:00,2025-10-04,Centro Histórico,25.4437,-100.99062,50.86,-46.79783371,4.264e-05,9.517490870368822e-05,0.05259
2025-10-05 05:30:00+00:00,2025-10-04,Centro Histórico,25.4306,-100.98104,52.17,-45.44587448,0.00036559,8.80695118665111e-05,0.058001
2025-10-05 05:45:00+00:00,2025-10-04,Centro Histórico,25.44175,-101.0065,48.26,-44.20102073,0.00011044,0.0001088223430706,0.048218
2025-10-05 06:00:00+00:00,2025-10-05,Centro Histórico,25.43378,-100.9863,45.54,-39.66987996,1e-05,0.0001507000565892,0.01
2025-10-05 06:15:00+00:00,2025-10-05,Centro Histórico,25.43393,-101.00518,45.04,-37.27788466,1e-05,0.0001792170319894,0.023717
2025-10-05 06:30:00+00:00,2025-10-05,Centro Histórico,25.437,-100.99089,42.95,-33.1926453,1e-05,0.0002303223189283,0.010984
2025-10-05 06:45:00+00:00,2025-10-05,Centro Histórico,25.44392,-100.99394,45.25,-29.72978055,0.00037036,0.0002731672637277,0.016677
2025-10-05 07:00:00+00:00,2025-10-05,Centro Histórico,25.43124,-101.0069,49.12,-19.07150251,0.00030045,0.0003017954495715,0.010159
2025-10-05 07:15:00+00:00,2025-10-05,Centro Histórico,25.44502,-100.98882,46.14,-16.51261978,0.00046691,0.000304085282097,0.017157
2025-10-05 07:30:00+00:00,2025-10-05,Centro Histórico,25.44917,-100.98214,44.32,-17.4599098,7.084e-05,0.0003189066317095,0.022427
2025-10-05 07:45:00+00:00,2025-10-05,Centro Histórico,25.43398,-101.00035,46.89,-6.50240063,0.00052069,0.0003238211150779,0.019445
2025-10-05 08:00:00+00:00,2025-10-05,Centro Histórico,25.44698,-100.99111,48.54,-7.16191823,0.00066583,0.0003488419095524,0.01
2025-10-05 08:15:00+00:00,2025-10-05,Centro Histórico,25.44279,-101.00501,44.2,-6.84141845,0.0007506,0.0003497243985175,0.022769
2025-10-05 08:30:00+00:00,2025-10-05,Centro Histórico,25.44517,-101.00012,48.05,3.3978215,0.00059165,0.0003308538816288,0.01
2025-10-05 08:45:00+00:00,2025-10-05,Centro Histórico,25.43522,-100.98926,47.04,3.84153878,0.00084396,0.0003024478296196,0.013756
2025-10-05 09:00:00+00:00,2025-10-05,Centro Histórico,25.43492,-100.99361,47.45,6.87043675,0.00131473,0.0002821789469542,0.01
2025-10-05 09:15:00+00:00,2025-10-05,Centro Histórico,25.43977,-101.00188,47.57,10.01956338,0.00141033,0.0002270413791926,0.01
2025-10-05 09:30:00+00:00,2025-10-05,Centro Histórico,25.44541,-101.00329,47.71,11.69512818,0.00170724,0.0002189817196132,0.01
2025-10-05 09:45:00+00:00,2025-10-05,Centro Histórico,25.43314,-100.98356,47.98,18.26210147,0.00197249,0.0001816127476987,0.018601
2025-10-05 10:00:00+00:00,2025-10-05,Centro Histórico,25.43792,-100.98745,51.16,13.85087702,0.0020857,0.0001478932398474,0.019203
2025-10-05 10:15:00+00:00,2025-10-05,Centro Histórico,25.43335,-101.0076,50.68,16.29950466,0.00260495,0.0001235162936273,0.020633
2025-10-05 10:30:00+00:00,2025-10-05,Centro Histórico,25.4336,-100.98188,47.67,18.79294724,0.00268892,0.0001018674300423,0.033824
2025-10-05 10:45:00+00:00,2025-10-05,Centro Histórico,25.44969,-100.98211,51.85,22.06621205,0.00269066,5.811891218735842e-05,0.031133
2025-10-05 11:00:00+00:00,2025-10-05,Centro Histórico,25.44155,-101.00143,50.19,22.33810143,0.00273118,4.362306064875898e-05,0.041108
2025-10-05 11:15:00+00:00,2025-10-05,Centro Histórico,25.44154,-101.00904,50.41,21.58738541,0.00277207,2.253270512927177e-05,0.036396
2025-10-05 11:30:00+00:00,2025-10-05,Centro Histórico,25.44117,-100.98688,53.41,25.58,0.00343338,2.336748102536812e-05,0.055689
2025-10-05 11:45:00+00:00,2025-10-05,Centro Histórico,25.44442,-100.99441,57.09,22.19463757,0.00379941,3.0421782852028342e-05,0.06289
2025-10-05 12:00:00+00:00,2025-10-05,Centro Histórico,25.43523,-100.98495,56.72,25.58,0.00388266,5.328722301973956e-06,0.062376
2025-10-05 12:15:00+00:00,2025-10-05,Centro Histórico,25.43599,-100.99349,57.12,22.31973631,0.00422722,1e-06,0.075154
2025-10-05 12:30:00+00:00,2025-10-05,Centro Histórico,25.44089,-100.99201,62.83,25.58,0.0043184,1e-06,0.088549
2025-10-05 12:45:00+00:00,2025-10-05,Centro Histórico,25.44682,-101.00747,61.62,23.74037377,0.0044525,2.157322683559288e-05,0.083364
2025-10-05 13:00:00+00:00,2025-10-05,Centro Histórico,25.44218,-100.99664,60.53,19.94706867,0.00483864,7.881825576550372e-06,0.106151
2025-10-05 13:15:00+00:00,2025-10-05,Centro Histórico,25.43329,-100.98673,60.03,19.80583631,0.00506526,7.635135208914562e-06,0.115944
2025-10-05 13:30:00+00:00,2025-10-05,Centro Histórico,25.43457,-100.98974,59.95,19.52665486,0.00536979,1.263359417429864e-05,0.116838
2025-10-05 13:45:00+00:00,2025-10-05,Centro Histórico,25.44604,-100.9944,63.28,21.24227968,0.00551646,1.3555167387636344e-05,0.110894
2025-10-05 14:00:00+00:00,2025-10-05,Centro Histórico,25.44538,-100.99886,63.34,15.60819125,0.00593237,1e-06,0.121591
2025-10-05 14:15:00+00:00,2025-10-05,Centro Histórico,25.43666,-100.98725,62.86,18.77676124,0.00651304,1e-06,0.128044
2025-10-05 14:30:00+00:00,2025-10-05,Centro Histórico,25.44797,-100.98275,62.49,10.88349318,0.00672779,3.5541885487803576e-05,0.121989
2025-10-05 14:45:00+00:00,2025-10-05,Centro Histórico,25.43617,-101.00341,61.65,11.23427999,0.00649391,1e-06,0.111891
2025-10-05 15:00:00+00:00,2025-10-05,Centro Histórico,25.44771,-100.98297,58.5,3.88614851,0.00677482,7.74419715443366e-06,0.109851
2025-10-05 15:15:00+00:00,2025-10-05,Centro Histórico,25.44209,-100.98766,59.16,5.48775353,0.00709436,1e-06,0.106208
2025-10-05 15:30:00+00:00,2025-10-05,Centro Histórico,25.43948,-100.98049,57.95,3.23283445,0.00737827,2.7030279987604126e-05,0.099096
2025-10-05 15:45:00+00:00,2025-10-05,Centro Histórico,25.43234,-101.00869,55.7,-0.17791899,0.00727187,1.1736705727960252e-05,0.093082
2025-10-05 16:00:00+00:00,2025-10-05,Centro Histórico,25.43437,-100.98899,53.0,-2.03990349,0.00730263,1.6999279307207338e-05,0.091144
2025-10-05 16:15:00+00:00,2025-10-05,Centro Histórico,25.4499,-100.98787,53.1,-7.82097495,0.00753981,2.5898565918559896e-05,0.078452
2025-10-05 16:30:00+00:00,2025-10-05,Centro Histórico,25.44556,-100.99663,52.25,-16.61057346,0.00797444,8.815793446191695e-05,0.074883
2025-10-05 16:45:00+00:00,2025-10-05,Centro Histórico,25.44964,-100.9851,48.45,-21.25093142,0.008,8.648077493437505e-05,0.057161
2025-10-05 17:00:00+00:00,2025-10-05,Centro Histórico,25.43958,-100.99142,46.84,-20.55053365,0.00795014,9.90233570533433e-05,0.054495
2025-10-05 17:15:00+00:00,2025-10-05,Centro Histórico,25.43284,-101.00281,43.31,-26.31944286,0.00787801,0.0001242117631174,0.053454
2025-10-05 17:30:00+00:00,2025-10-05,Centro Histórico,25.4478,-101.00461,46.37,-27.392379,0.008,0.0001728448949925,0.043995
2025-10-05 17:45:00+00:00,2025-10-05,Centro Histórico,25.43404,-100.9903,46.09,-34.55504961,0.00766626,0.0002087608428236,0.047335
2025-10-05 18:00:00+00:00,2025-10-05,Centro Histórico,25.43051,-100.98381,44.89,-37.65948042,0.008,0.0002291461611897,0.044165
2025-10-05 18:15:00+00:00,2025-10-05,Centro Histórico,25.43786,-100.99271,38.04,-42.14357317,0.00792099,0.0002432070986336,0.036427
2025-10-05 18:30:00+00:00,2025-10-05,Centro Histórico,25.44388,-101.00287,42.96,-46.69488926,0.00780838,0.0002749984922364,0.030914
2025-10-05 18:45:00+00:00,2025-10-05,Centro Histórico,25.44872,-100.98713,40.96,-45.46784733,0.008,0.0002837916203042,0.03951
2025-10-05 19:00:00+00:00,2025-10-05,Centro Histórico,25.44806,-101.00645,36.46,-51.48486779,0.008,0.000293903523564,0.03787
2025-10-05 19:15:00+00:00,2025-10-05,Centro Histórico,25.43324,-100.99325,38.79,-58.74517149,0.0075258,0.000276335308305,0.028707
2025-10-05 19:30:00+00:00,2025-10-05,Centro Histórico,25.44497,-100.99427,39.51,-64.19615109,0.0076229,0.0002674115014056,0.035433
2025-10-05 19:45:00+00:00,2025-10-05,Centro Histórico,25.4355,-100.9929,40.83,-65.8635993,0.00718958,0.000271969301158,0.045624
2025-10-05 20:00:00+00:00,2025-10-05,Centro Histórico,25.43113,-101.00339,40.44,-76.1516978,0.00758702,0.0002102934699083,0.040706
2025-10-05 20:15:00+00:00,2025-10-05,Centro Histórico,25.4389,-100.98468,36.1,-71.08183615,0.00749159,0.0002181404467316,0.034814
2025-10-05 20:30:00+00:00,2025-10-05,Centro Histórico,25.44854,-101.00438,42.3,-78.10643185,0.00700966,0.0001600307886066,0.039606
2025-10-05 20:45:00+00:00,2025-10-05,Centro Histórico,25.44534,-101.00162,39.7,-80.72439333,0.00709758,0.0001320925631535,0.043012
2025-10-05 21:00:00+00:00,2025-10-05,Centro Histórico,25.44278,-100.98566,39.15,-84.6946393,0.00671991,0.0001183759535921,0.051748
2025-10-05 21:15:00+00:00,2025-10-05,Centro Histórico,25.44651,-100.99302,43.51,-87.43648101,0.00647688,8.541735966566955e-05,0.05022
2025-10-05 21:30:00+00:00,2025-10-05,Centro Histórico,25.44659,-100.99641,43.21,-90.53378826,0.00636991,6.128155638326005e-05,0.057221
2025-10-05 21:45:00+00:00,2025-10-05,Centro Histórico,25.43893,-100.98235,43.44,-96.06902776,0.00622189,5.9046478650870286e-05,0.06741
2025-10-05 22:00:00+00:00,2025-10-05,Centro Histórico,25.4302,-100.98838,44.51,-94.22261171,0.00618585,6.255066090584707e-05,0.066659
2025-10-05 22:15:00+00:00,2025-10-05,Centro Histórico,25.43363,-100.98915,46.98,-97.23541003,0.00576982,3.0123852436422467e-05,0.064203
2025-10-05 22:30:00+00:00,2025-10-05,Centro Histórico,25.44429,-101.00432,46.38,-97.18927132,0.00540994,1.6481130964248506e-05,0.070335
2025-10-05 22:45:00+00:00,2025-10-05,Centro Histórico,25.44079,-100.99869,49.64,-95.20548185,0.00530769,6.4849005408155625e-06,0.068472
2025-10-05 23:00:00+00:00,2025-10-05,Centro Histórico,25.43234,-100.99207,50.01,-95.86526795,0.00513788,1e-06,0.089226
2025-10-05 23:15:00+00:00,2025-10-05,Centro Histórico,25.43899,-100.99436,50.08,-101.1,0.0047921,2.0245242366788846e-05,0.100844
2025-10-05 23:30:00+00:00,2025-10-05,Centro Histórico,25.44141,-101.00067,50.71,-99.1813411,0.00444192,1.808358429470604e-05,0.088917
2025-10-05 23:45:00+00:00,2025-10-05,Centro Histórico,25.44535,-100.99014,54.03,-99.44898287,0.00398697,1e-06,0.102649
2025-10-06 00:00:00+00:00,2025-10-05,Centro Histórico,25.43001,-101.00222,54.13,-101.1,0.00373812,1e-06,0.101926
2025-10-06 00:15:00+00:00,2025-10-05,Centro Histórico,25.44177,-100.99573,56.24,-101.1,0.0038954,1e-06,0.109917
2025-10-06 00:30:00+00:00,2025-10-05,Centro Histórico,25.44269,-100.99059,56.05,-101.1,0.00324566,1e-06,0.106333
2025-10-06 00:45:00+00:00,2025-10-05,Centro Histórico,25.44906,-100.99978,60.06,-101.1,0.00314606,4.488890044951945e-06,0.12406
2025-10-06 01:00:00+00:00,2025-10-05,Centro Histórico,25.44033,-100.99521,55.62,-101.1,0.00323565,1e-06,0.10899
2025-10-06 01:15:00+00:00,2025-10-05,Centro Histórico,25.44329,-100.99284,55.79,-98.6616294,0.00268069,1e-06,0.12638
2025-10-06 01:30:00+00:00,2025-10-05,Centro Histórico,25.44862,-100.9808,58.52,-98.79359187,0.00217735,1.4467040338457805e-05,0.115561
2025-10-06 01:45:00+00:00,2025-10-05,Centro Histórico,25.44192,-100.99919,60.7,-92.9099748,0.00215973,6.160362367816853e-06,0.113883
2025-10-06 02:00:00+00:00,2025-10-05,Centro Histórico,25.43322,-101.00865,57.51,-96.38936353,0.0019494,1e-06,0.099872
2025-10-06 02:15:00+00:00,2025-10-05,Centro Histórico,25.4365,-101.00656,57.94,-93.45281105,0.0020204,5.522094365658839e-06,0.105374
2025-10-06 02:30:00+00:00,2025-10-05,Centro Histórico,25.43399,-100.98323,63.08,-92.48092439,0.00138177,1e-06,0.097896
2025-10-06 02:45:00+00:00,2025-10-05,Centro Histórico,25.44708,-101.00108,59.0,-85.64416195,0.00105826,1e-06,0.106827
2025-10-06 03:00:00+00:00,2025-10-05,Centro Histórico,25.43967,-100.9971,58.61,-85.38540066,0.00145205,1e-06,0.085633
2025-10-06 03:15:00+00:00,2025-10-05,Centro Histórico,25.44446,-100.98712,60.44,-79.14891142,0.00097823,6.605140639703358e-06,0.088479
2025-10-06 03:30:00+00:00,2025-10-05,Centro Histórico,25.4384,-101.00984,58.07,-77.24197886,0.00076146,1e-06,0.06519
2025-10-06 03:45:00+00:00,2025-10-05,Centro Histórico,25.44794,-101.00415,56.76,-75.17437133,0.00073821,2.789422270745138e-05,0.071682
2025-10-06 04:00:00+00:00,2025-10-05,Centro Histórico,25.44188,-100.99932,55.62,-71.00597708,0.00038253,1.6751687703112246e-05,0.070479
2025-10-06 04:15:00+00:00,2025-10-05,Centro Histórico,25.44912,-100.99448,56.55,-61.95261818,7.024e-05,2.205411247089929e-05,0.054756
2025-10-06 04:30:00+00:00,2025-10-05,Centro Histórico,25.43972,-100.99714,54.76,-64.421065,0.00026974,2.895048580612323e-05,0.054329
2025-10-06 04:45:00+00:00,2025-10-05,Centro Histórico,25.43335,-101.0098,52.93,-53.73107336,1e-05,1.8849527269170567e-05,0.058545
2025-10-06 05:00:00+00:00,2025-10-05,Centro Histórico,25.43794,-100.9884,51.71,-55.1786596,9.257e-05,4.583910617454101e-05,0.045484
